city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
上海,独栋·华润置地·有巢公寓 芦恒路店 地铁站旁/央企直租 全新家电实墙隔音/直达前滩/无中介费 开间,独栋,,,,25.0,1,0,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房,华润置地·有巢公寓,12天前维护,3094
上海,整租·龙门邨 1室1厅 南,整租,黄浦,豫园,龙门邨,35.0,1,1,1,南,低,3,官方核验|近地铁|精装,链家,,6500
上海,整租·强家渡小区 2室1厅 南,整租,长宁,中山公园,强家渡小区,48.68,2,1,1,南,高,6,官方核验|近地铁|精装,链家,,6500
上海,整租·佘山3号 4室3厅 复式 南,整租,松江,佘山,佘山3号,384.71,4,3,4,南,低,2,官方核验|精装|随时看房,链家,1天前维护,19000
上海,整租·思南新苑 3室2厅 东南,整租,黄浦,打浦桥,思南新苑,135.53,3,2,2,东南,中,32,官方核验|近地铁|精装|双卫生间,链家,1天前维护,33700
上海,整租·青春驿站 1室1厅 南,整租,松江,九亭,青春驿站,43.0,1,1,1,南,高,12,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3550
上海,整租·花木苑 2室1厅 南,整租,浦东,花木,花木苑,73.79,2,1,1,南,高,6,官方核验|近地铁,链家,2天前维护,6500
上海,整租·工农三村 1室1厅 南,整租,杨浦,中原,工农三村,48.55,1,1,1,南,高,6,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,3400
上海,独栋·中海友里 上海金沙江路店 三房特惠 官方直租 民水民电 管家服务 近环球港 中山公园 3室2厅,独栋,,,,94.0,3,2,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,中海友里,10天前维护,15000
上海,整租·凤城二村 2室1厅 东,整租,杨浦,控江路,凤城二村,36.38,2,1,1,东,高,5,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,4200
上海,独栋·中海友里 上海金沙江路店 【留学生公寓】无服务费 租金月付 华师大华政步行即可到达 1室1厅,独栋,,,,31.0,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|押一付一,中海友里,10天前维护,6500
上海,整租·长海坊 1室1厅 南,整租,徐汇,康健,长海坊,44.44,1,1,1,南,高,6,官方核验|自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3600
上海,整租·大名城映辰二期 3室2厅 南/北,整租,青浦,重固,大名城映辰二期,100.82,3,2,2,南 北,中,16,官方核验|业主自荐|新上|精装|双卫生间|随时看房,链家,4天前维护,4500
上海,整租·田渡小区 2室1厅 南,整租,长宁,新华路,田渡小区,67.82,2,1,1,南,低,6,自营|新上|近地铁|押一付一|随时看房|首次出租,贝壳优选,今天维护,6090
上海,独栋·中海友里 上海金沙江路店 【普陀环球港限时短租】阳台一居室/独立厨卫/24H安保送/入户保洁 1室1厅,独栋,,,,31.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,中海友里,今天维护,5599
上海,整租·高申北苑 2室1厅 南,整租,浦东,高行,高申北苑,82.0,2,1,1,南,低,18,官方核验|自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,5400
上海,独栋·桂客公寓 大柏树店 朝阳40平一室一厅内置阳台房-1131 1室1厅,独栋,,,,43.0,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,桂客公寓,13天前维护,4939-5000
上海,整租·中虹华苑 2室1厅 南,整租,嘉定,江桥,中虹华苑,74.0,2,1,1,南,低,6,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,4700
上海,独栋·方隅服务公寓 上海杨思店 【前滩精装公寓】公寓直租 宠物友好 免费健身房台球厅篮球场 花园式一居公寓 1室1厅,独栋,,,,47.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,7380
上海,整租·嘉尚坊 2室1厅 南,整租,嘉定,丰庄,嘉尚坊,57.0,2,1,1,南,中,6,官方核验|自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,5000
上海,独栋·方隅服务公寓 上海杨思店 【6/8号线地铁房】宠物友好 月付 免费篮球场健身房 1室1厅,独栋,,,,40.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,7390
上海,整租·百欣苑 3室1厅 南,整租,浦东,川沙,百欣苑,99.0,3,1,1,南,高,6,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3200
上海,整租·梦丹苑 2室1厅 南,整租,青浦,夏阳,梦丹苑,86.22,2,1,1,南,中,6,官方核验|新上|精装|随时看房,链家,,3200
